1-1.txt,0.50
1-2.txt,0.50
2-1.txt,0.50
2-2.txt,0.50
3-1.txt,0.50
4-1.txt,0.50
5-1.txt,0.50
6-1.txt,0.50
6-2.txt,0.50
7-1.txt,0.50
7-2.txt,0.50
7-3.txt,0.50
7-4.txt,0.50
7-5.txt,0.50
7-6.txt,0.50
7-7.txt,0.50
8-1.txt,0.50
8-2.txt,0.50
8-3.txt,0.50
8-4.txt,0.50
8-5.txt,0.50
8-6.txt,0.50
8-7.txt,0.50
8-8.txt,0.50
9-1.txt,0.50
9-2.txt,0.50
9-3.txt,0.50
9-4.txt,0.50
10-1.txt,0.50
10-2.txt,0.50
10-3.txt,0.50
10-4.txt,0.50
11-1.txt,0.50
11-2.txt,0.50
11-3.txt,0.50
11-4.txt,0.50
11-5.txt,0.50
11-6.txt,0.50
12-1.txt,0.50
12-2.txt,0.50
12-3.txt,0.50
13-1.txt,0.50
13-2.txt,0.50
13-3.txt,0.50
13-4.txt,0.50
13-5.txt,0.50
14-1.txt,0.50
14-2.txt,0.50
14-3.txt,0.50
15-1.txt,0.50
15-2.txt,0.50
15-3.txt,0.50
16-1.txt,0.50
16-2.txt,0.50
16-3.txt,0.50
17-1.txt,0.50
17-2.txt,0.50
17-3.txt,0.50
17-4.txt,0.50
17-5.txt,0.50
18-1.txt,0.50
18-2.txt,0.50
18-3.txt,0.50
18-4.txt,0.50
18-5.txt,0.50
19-1.txt,0.50
19-2.txt,0.50
19-3.txt,0.50
19-4.txt,0.50
19-5.txt,0.50
20.c,1.00
21.c,1.00
22.c,1.00
23.c,1.00
24.c,1.00
25.c,1.00
26.c,1.00
27.c,1.00
28.c,1.00
29.c,1.00
